MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:98724	Tgfa	transforming growth factor alpha	6		positive regulation of mitotic nuclear division			ISO	P01135 	J:164563 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		cell cycle arrest			ISO	P01137 	J:164563 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		mitotic cell cycle checkpoint			ISO	P01137 	J:164563 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		negative regulation of cell cycle			ISO	P01137 	J:164563 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		negative regulation of mitotic cell cycle			ISO	P01137 	J:164563 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		positive regulation of cell cycle arrest			IDA		J:142037 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		positive regulation of exit from mitosis			ISO	RGD:69051 	J:155856 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		cell cycle arrest			ISO	P61812 	J:164563 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		positive regulation of cell cycle			IMP		J:87437 	
MGI:98730	Tgm1	transglutaminase 1, K polypeptide	14		positive regulation of cell cycle			ISO	P22735 	J:164563 	
MGI:1921004	Thap1	THAP domain containing, apoptosis associated protein 1	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1921004	Thap1	THAP domain containing, apoptosis associated protein 1	8		regulation of mitotic cell cycle			ISO	Q9NVV9 	J:164563 	
MGI:98737	Thbs1	thrombospondin 1	2		cell cycle arrest			ISO	P07996 	J:164563 	
MGI:1919668	Thoc1	THO complex 1	18		negative regulation of DNA damage checkpoint			ISO	Q96FV9 	J:164563 	
MGI:1351333	Thoc5	THO complex 5	11		negative regulation of DNA damage checkpoint			ISO	Q13769 	J:164563 	
MGI:1924261	Ticrr	TOPBP1-interacting checkpoint and replication regulator	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1924261	Ticrr	TOPBP1-interacting checkpoint and replication regulator	7		mitotic DNA replication checkpoint			IEA	IPR026153 	J:72247 	
MGI:1321393	Timeless	timeless circadian clock 1	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1321393	Timeless	timeless circadian clock 1	10		cell cycle phase transition			ISO	Q9UNS1 	J:164563 	
MGI:1321393	Timeless	timeless circadian clock 1	10		DNA replication checkpoint			IBA	PTN000533813 	J:265628 	
MGI:98753	Timp2	tissue inhibitor of metalloproteinase 2	11		negative regulation of mitotic cell cycle			ISO	RGD:61312 	J:155856 	
MGI:1921571	Tipin	timeless interacting protein	9		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1921571	Tipin	timeless interacting protein	9		cell cycle phase transition			ISO	Q9BVW5 	J:164563 	
MGI:1921571	Tipin	timeless interacting protein	9		DNA damage checkpoint			IMP		J:120297 	
MGI:1921571	Tipin	timeless interacting protein	9		DNA replication checkpoint			IBA	PTN000325249 	J:265628 	
MGI:1921571	Tipin	timeless interacting protein	9		DNA replication checkpoint			ISO	Q9BVW5 	J:164563 	
MGI:1921571	Tipin	timeless interacting protein	9		intra-S DNA damage checkpoint			ISO	Q9BVW5 	J:164563 	
MGI:1915087	Tiprl	TIP41, TOR signalling pathway regulator-like (S. cerevisiae)	1		DNA damage checkpoint			ISO	O75663 	J:164563 	
MGI:1351650	Tjp3	tight junction protein 3	10		regulation of G1/S transition of mitotic cell cycle	regulates a function/process that happens in crypt of lieberkuhn,regulates a function/process that happens in intestinal crypt stem cell		IGI	MGI:88313 	J:182969 	
MGI:2441683	Tlk1	tousled-like kinase 1	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1346023	Tlk2	tousled-like kinase 2 (Arabidopsis)	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1922854	Tm4sf5	transmembrane 4 superfamily member 5	11		regulation of G1/S transition of mitotic cell cycle			ISO	O14894 	J:164563 	
MGI:1923928	Tmem67	transmembrane protein 67	4		negative regulation of centrosome duplication			IMP		J:151414 	
MGI:1923928	Tmem67	transmembrane protein 67	4		negative regulation of centrosome duplication			ISO	RGD:1586167 	J:155856 	
MGI:1923928	Tmem67	transmembrane protein 67	4		negative regulation of centrosome duplication			ISO	Q5HYA8 	J:164563 	
MGI:1355315	Tmod3	tropomodulin 3	9		positive regulation of mitotic cell cycle phase transition	regulates a function/process that happens in erythroblast		IMP	MGI:4127953 	J:208725 	
MGI:2684853	Tmprss11a	transmembrane protease, serine 11a	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:104798	Tnf	tumor necrosis factor	17		negative regulation of mitotic cell cycle			IDA		J:235312 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of mitotic nuclear division			ISO	RGD:3876 	J:155856 	
MGI:1196377	Tnfaip3	tumor necrosis factor, alpha-induced protein 3	10		negative regulation of cyclin-dependent protein serine/threonine kinase activity			IDA		J:169905 	
MGI:1341087	Tnks	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1341087	Tnks	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	8		negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric			ISO	O95271 	J:164563 	
MGI:1341087	Tnks	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	8		spindle assembly			IEA	IPR028731 	J:72247 	
MGI:1919193	Tom1l1	target of myb1-like 1 (chicken)	11		negative regulation of mitotic nuclear division			ISO	O75674 	J:164563 	
MGI:2443306	Tom1l2	target of myb1-like 2 (chicken)	11		negative regulation of mitotic nuclear division			ISO	Q6ZVM7 	J:164563 	
MGI:98790	Top2a	topoisomerase (DNA) II alpha	11		female meiosis chromosome separation	is a part of female meiotic nuclear division,happens in oocyte,happens in ovary,happens in nucleus		TAS		J:233467 	
MGI:98790	Top2a	topoisomerase (DNA) II alpha	11		female meiotic nuclear division	happens in oocyte,happens in ovary		IMP		J:233467 	
MGI:98790	Top2a	topoisomerase (DNA) II alpha	11		mitotic DNA integrity checkpoint			IBA	PTN000018888 	J:265628 	
MGI:98790	Top2a	topoisomerase (DNA) II alpha	11		resolution of meiotic recombination intermediates			IBA	PTN000018888 	J:265628 	
MGI:98790	Top2a	topoisomerase (DNA) II alpha	11		sister chromatid segregation			IBA	PTN000018888 	J:265628 	
MGI:98791	Top2b	topoisomerase (DNA) II beta	14		mitotic DNA integrity checkpoint			IBA	PTN000018888 	J:265628 	
MGI:98791	Top2b	topoisomerase (DNA) II beta	14		resolution of meiotic recombination intermediates			IBA	PTN000018888 	J:265628 	
MGI:98791	Top2b	topoisomerase (DNA) II beta	14		sister chromatid segregation			IBA	PTN000018888 	J:265628 	
MGI:1197527	Top3a	topoisomerase (DNA) III alpha	11		chromosome separation			ISO	Q13472 	J:164563 	
MGI:3779933	Topaz1	testis and ovary specific PAZ domain containing 1	9		positive regulation of meiotic cell cycle phase transition	happens at the same time as spermatid development		IMP	MGI:5700076 	J:226405 	
MGI:1920018	Topbp1	topoisomerase (DNA) II binding protein 1	9		mitotic DNA replication checkpoint			IBA	PTN000339410 	J:265628 	
MGI:1920018	Topbp1	topoisomerase (DNA) II binding protein 1	9		reciprocal meiotic recombination			ISA	SPAC23C4.18c 	J:90049 	
MGI:1298386	Tpd52l1	tumor protein D52-like 1	10		G2/M transition of mitotic cell cycle			ISO	Q16890 	J:164563 	
MGI:1920198	Tppp	tubulin polymerization promoting protein	13		astral microtubule organization			ISO	O94811 	J:164563 	
MGI:1922066	Tpr	translocated promoter region, nuclear basket protein	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1922066	Tpr	translocated promoter region, nuclear basket protein	1		mitotic spindle assembly checkpoint			IBA	PTN001052033 	J:265628 	
MGI:1922066	Tpr	translocated promoter region, nuclear basket protein	1		mitotic spindle assembly checkpoint			ISO	P12270 	J:164563 	
MGI:1922066	Tpr	translocated promoter region, nuclear basket protein	1		positive regulation of mitotic cell cycle spindle assembly checkpoint			ISO	P12270 	J:164563 	
MGI:1922066	Tpr	translocated promoter region, nuclear basket protein	1		regulation of mitotic sister chromatid separation			ISO	P12270 	J:164563 	
MGI:1922066	Tpr	translocated promoter region, nuclear basket protein	1		regulation of mitotic spindle assembly			ISO	P12270 	J:164563 	
MGI:1345190	Tpra1	transmembrane protein, adipocyte asscociated 1	6		negative regulation of mitotic cell cycle phase transition			IMP		J:203258 	
MGI:1919369	Tpx2	TPX2, microtubule-associated	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1919369	Tpx2	TPX2, microtubule-associated	2		mitotic spindle assembly			IMP		J:224841 	
MGI:1919369	Tpx2	TPX2, microtubule-associated	2		mitotic spindle assembly			ISO	Q9ULW0 	J:164563 	
MGI:1919369	Tpx2	TPX2, microtubule-associated	2		regulation of mitotic spindle organization			IMP		J:161103 	
MGI:1919369	Tpx2	TPX2, microtubule-associated	2		spindle assembly			ISO	AF244547 	J:73065 	
MGI:2445089	Trappc12	trafficking protein particle complex 12	12		metaphase plate congression			ISO	Q8WVT3 	J:164563 	
MGI:1328317	Trex1	three prime repair exonuclease 1	9		detection of DNA damage stimulus involved in DNA damage checkpoint			IMP	MGI:3052754 	J:208222 	
MGI:1328317	Trex1	three prime repair exonuclease 1	9		detection of stimulus involved in cell cycle checkpoint			IMP		J:141548 	
MGI:1328317	Trex1	three prime repair exonuclease 1	9		signal transduction involved in DNA damage checkpoint			IMP		J:141548 	
MGI:106657	Trim21	tripartite motif-containing 21	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:106657	Trim21	tripartite motif-containing 21	7		positive regulation of cell cycle			ISO	P19474 	J:164563 	
MGI:1917057	Trim32	tripartite motif-containing 32	4		positive regulation of cell cycle			ISO	Q13049 	J:164563 	
MGI:1914104	Trim35	tripartite motif-containing 35	14		negative regulation of mitotic cell cycle			ISO	Q9UPQ4 	J:164563 	
MGI:106264	Trim36	tripartite motif-containing 36	18		mitotic cytokinesis			ISO	Q9NQ86 	J:164563 	
MGI:106264	Trim36	tripartite motif-containing 36	18		regulation of cell cycle			IMP		J:146831 	
MGI:106264	Trim36	tripartite motif-containing 36	18		spindle organization			ISO	Q9NQ86 	J:164563 	
MGI:2153072	Trim37	tripartite motif-containing 37	11		negative regulation of centriole replication			ISO	O94972 	J:164563 	
MGI:2685973	Trim71	tripartite motif-containing 71	9		G1/S transition of mitotic cell cycle			IMP		J:190251 	
MGI:1349410	Triobp	TRIO and F-actin binding protein	15		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1916966	Trip13	thyroid hormone receptor interactor 13	13		female meiosis I	happens in ovary		IMP	MGI:3719273 	J:123677 	
MGI:1916966	Trip13	thyroid hormone receptor interactor 13	13		male meiosis I	happens in testis,happens in spermatocyte		IMP	MGI:3719273 	J:123677 	
MGI:1916966	Trip13	thyroid hormone receptor interactor 13	13		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1916966	Trip13	thyroid hormone receptor interactor 13	13		meiotic recombination checkpoint			IBA	PTN000554401 	J:265628 	
MGI:1916966	Trip13	thyroid hormone receptor interactor 13	13		mitotic spindle assembly checkpoint			ISO	Q15645 	J:164563 	
MGI:1916966	Trip13	thyroid hormone receptor interactor 13	13		reciprocal meiotic recombination			IBA	PTN000554401 	J:265628 	
MGI:1916966	Trip13	thyroid hormone receptor interactor 13	13		reciprocal meiotic recombination			IMP		J:163309 	
MGI:1916966	Trip13	thyroid hormone receptor interactor 13	13		reciprocal meiotic recombination	happens in spermatocyte		IMP	MGI:3719273 	J:123677 	
MGI:1916966	Trip13	thyroid hormone receptor interactor 13	13		synaptonemal complex assembly			IMP		J:163309 	
MGI:1916789	Trnp1	TMF1-regulated nuclear protein 1	4		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1916789	Trnp1	TMF1-regulated nuclear protein 1	4		regulation of cell cycle			IMP		J:196637 	
MGI:98834	Trp53	transformation related protein 53	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:98834	Trp53	transformation related protein 53	11		cell cycle arrest			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	happens in fibroblast		IGI	MGI:108027 	J:100764 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		mitotic cell cycle arrest			IDA		J:123623 	
MGI:98834	Trp53	transformation related protein 53	11		mitotic G1 DNA damage checkpoint	happens in fibroblast		IMP		J:100764 	
MGI:98834	Trp53	transformation related protein 53	11		mitotic G1 DNA damage checkpoint			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		negative regulation of mitotic cell cycle			IGI	MGI:87859 	J:32537 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of cell cycle			ISO	RGD:3889 	J:155856 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of cell cycle arrest			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		regulation of cell cycle	happens in fibroblast		IGI	MGI:109583 	J:136033 	
MGI:98834	Trp53	transformation related protein 53	11		regulation of cell cycle			IMP	MGI:1857263 	J:99580 	
MGI:1351320	Trp53bp1	transformation related protein 53 binding protein 1	2		DNA damage checkpoint			IBA	PTN001809041 	J:265628 	
MGI:2138319	Trp53bp2	transformation related protein 53 binding protein 2	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1915125	Trp53i13	transformation related protein 53 inducible protein 13	11		negative regulation of cell cycle			ISO	Q8NBR0 	J:164563 	
MGI:1926609	Trp53inp1	transformation related protein 53 inducible nuclear protein 1	4		cell cycle arrest			IDA		J:104726 	
MGI:1330810	Trp63	transformation related protein 63	16		positive regulation of cell cycle G1/S phase transition			ISO	Q9H3D4 	J:164563 	
MGI:1336991	Trp73	transformation related protein 73	4		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1336991	Trp73	transformation related protein 73	4		cell cycle arrest			IDA		J:104726 	
MGI:1336991	Trp73	transformation related protein 73	4		positive regulation of cell cycle arrest			ISO	O15350 	J:164563 	
MGI:1336991	Trp73	transformation related protein 73	4		regulation of mitotic cell cycle			ISO	O15350 	J:139804 	
MGI:2153272	Trrap	transformation/transcription domain-associated protein	5		mitotic cell cycle checkpoint	happens in embryo,happens in early embryonic cell		IMP	MGI:2446468 	J:71950 	
MGI:1929183	Tsc1	TSC complex subunit 1	2		regulation of cell cycle			IBA	PTN000389117 	J:265628 	
MGI:102548	Tsc2	TSC complex subunit 2	17		regulation of cell cycle			IBA	PTN000006943 	J:265628 	
MGI:106581	Tsg101	tumor susceptibility gene 101	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:106581	Tsg101	tumor susceptibility gene 101	7		cell cycle arrest			IDA		J:76084 	
MGI:106244	Tspyl2	TSPY-like 2	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2147036	Ttbk1	tau tubulin kinase 1	17		positive regulation of cyclin-dependent protein kinase activity			ISO	Q5TCY1 	J:164563 	
MGI:2140873	Ttc28	tetratricopeptide repeat domain 28	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2140873	Ttc28	tetratricopeptide repeat domain 28	5		regulation of mitotic cell cycle			ISO	F6QN66 	J:191250 	
MGI:2140873	Ttc28	tetratricopeptide repeat domain 28	5		regulation of mitotic cell cycle			ISO	Q96AY4 	J:164563 	
MGI:1194921	Ttk	Ttk protein kinase	9		chromosome separation			IEA	IPR027084 	J:72247 	
MGI:1194921	Ttk	Ttk protein kinase	9		female meiosis chromosome segregation	happens in oocyte,happens at the same time as female meiosis I		IMP	MGI:5056148 	J:173618 	
MGI:1194921	Ttk	Ttk protein kinase	9		meiotic spindle assembly checkpoint			IBA	PTN001122082 	J:265628 	
MGI:1194921	Ttk	Ttk protein kinase	9		meiotic spindle assembly checkpoint	happens in oocyte,happens at the same time as female meiosis I		IMP	MGI:5056148 	J:173618 	
MGI:1194921	Ttk	Ttk protein kinase	9		mitotic cell cycle checkpoint			IEA	IPR027084 	J:72247 	
MGI:1194921	Ttk	Ttk protein kinase	9		mitotic spindle assembly checkpoint			IBA	PTN001122082 	J:265628 	
MGI:1194921	Ttk	Ttk protein kinase	9		mitotic spindle assembly checkpoint			IMP	MGI:5056148 	J:216365 	
MGI:1916987	Ttl	tubulin tyrosine ligase	2		positive regulation of mitotic cell cycle			ISO	Q8NG68 	J:164563 	
MGI:1916987	Ttl	tubulin tyrosine ligase	2		regulation of metaphase plate congression			ISO	Q8NG68 	J:164563 	
MGI:3039573	Ttll12	tubulin tyrosine ligase-like family, member 12	15		regulation of mitotic cell cycle			ISO	Q14166 	J:164563 	
MGI:1889007	Ttyh1	tweety family member 1	7		mitotic cell cycle	happens in mouse,happens in early embryonic cell		IMP	MGI:4818475 	J:161796 	
MGI:98869	Tuba1a	tubulin, alpha 1A	15		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:107804	Tuba1b	tubulin, alpha 1B	15		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:1095409	Tuba1c	tubulin, alpha 1C	15		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:1095406	Tuba3a	tubulin, alpha 3A	6		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:1095410	Tuba4a	tubulin, alpha 4A	1		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:1858225	Tuba8	tubulin, alpha 8	6		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:3588215	Tubal3	tubulin, alpha-like 3	13		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:107814	Tubb1	tubulin, beta 1 class VI	2		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:107814	Tubb1	tubulin, beta 1 class VI	2		spindle assembly			IDA		J:92548 	
MGI:107861	Tubb2a	tubulin, beta 2A class IIA	13		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:1920960	Tubb2b	tubulin, beta 2B class IIB	13		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:107813	Tubb3	tubulin, beta 3 class III	8		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:107813	Tubb3	tubulin, beta 3 class III	8		mitotic cell cycle			ISO	RGD:628595 	J:155856 	
MGI:107848	Tubb4a	tubulin, beta 4A class IVA	17		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:1915472	Tubb4b	tubulin, beta 4B class IVB	2		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:107812	Tubb5	tubulin, beta 5 class I	17		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:107812	Tubb5	tubulin, beta 5 class I	17		spindle assembly			IDA		J:92548 	
MGI:1915201	Tubb6	tubulin, beta 6 class V	18		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:1891826	Tubd1	tubulin, delta 1	11		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:1919174	Tube1	tubulin, epsilon 1	10		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:101834	Tubg1	tubulin, gamma 1	11		meiotic spindle organization			IBA	PTN000172659 	J:265628 	
MGI:101834	Tubg1	tubulin, gamma 1	11		mitotic cell cycle			IBA	PTN000172598 	J:265628 	
MGI:101834	Tubg1	tubulin, gamma 1	11		mitotic sister chromatid segregation			IBA	PTN000172659 	J:265628 	
MGI:101834	Tubg1	tubulin, gamma 1	11		mitotic spindle organization			IBA	PTN000172659 	J:265628 	
MGI:101834	Tubg1	tubulin, gamma 1	11		mitotic spindle organization			TAS		J:114146 	
MGI:101834	Tubg1	tubulin, gamma 1	11		regulation of mitotic nuclear division			TAS		J:114146 	
